Category,Subcategory,Location Name,Store ID,Address,Suite #,City,State,Zip Code,Phone,Hours,Website,Source,Supplier,Filtration Method,Size(s),Price,Category,Subcategory
,,Pacific Convenience Fuel 5681,,2756 N Tustin,,Orange,CA,92865,,,,,,,,,,
,,Raleys 416,,3518 Marconi,,Sacramento,CA,95821,,,,,,,,,,
,,Amigos Market,,431 N Ojai Rd,,Santa Paula,CA,93060,,,,,,,,,,
,,La Guadalupana Market,,26020 Hwy 74,,Perris,CA,92570,,,,,,,,,,
,,El Novillo Market,,8714 Ave T,,Littlerock,CA,93543,,,,,,,,,,
,,Vons 2332,,24270 El Toro Road,,Laguna Hills,CA,92653,,,,,,,,,,
,,Aqua Clear Water,,24565 Alessandro Blvd.,,Moreno Valley,CA,92553,,,,,,,,,,
,,Wmsc #1988 (Ca0210),,900 Pleasant Grove Blvd,,Roseville,CA,95678,,,,,,,,,,
,,Safeway 2504 0751,,10636 San Pablo,,El Cerrito,CA,94530,,,,,,,,,,
,,Water Store,,9810 B Sierra Avenue,,Fontana,CA,92335,,,,,,,,,,
,,Sail Drug,,156 N Harvard,,Hemet,CA,92543,,,,,,,,,,
,,La Casa Del Pueblo,,221 East 6 Th Street,,Corona,CA,92879,,,,,,,,,,
,,Amigos Market,,1100 E 10 Th St,,Long Beach,CA,90813,,,,,,,,,,
,,La Mexicana Market,,4800 S Compton Ave,,Los Angeles,CA,90011,,,,,,,,,,
,,Ucsd Muir College,,9500 Gillman Dr,,San Diego,CA,92093,,,,,,,,,,
,,Calimex Liquor Market,,6600 E Olympic Blvd,,Los Angeles,CA,90022,,,,,,,,,,
,,Circle K 0902,,6940 Old Woman Springs Rd,,Yucca Valley,CA,92284,,,,,,,,,,
,,Maxx For Less,,7575 Skyway,,Paradise,CA,95969,,,,,,,,,,
,,Meadowbrook Market,,27215 W. Hwy 74,,Perris,CA,92570,,,,,,,,,,
,,Central Market,,1498 S Towne Ave,,Pomona,CA,91766,,,,,,,,,,
,,Pomona Center,,155 W Pomona St,,Santa Ana,CA,92707,,,,,,,,,,
,,CVS 08872,,26891 Aliso Creek Rd,,Aliso Creek,CA,92656,,,,,,,,,,
,,Rite Aid 5514,,28100 Western Ave,,San Pedro,CA,90732,,,,,,,,,,
,,Rosemont Liquors,,9106 Kiefer Blvd,,Sacramento,CA,95826,,,,,,,,,,
,,La Tiendita Market,,808 Front St,,Earlimart,CA,93219,,,,,,,,,,
,,Imperial Market,,2765 Imperial Avenue,,San Diego,CA,92102,,,,,,,,,,
,,Food 4 Less Kroger,,7810 Norwalk Blvd,,Whittier,CA,90606,,,,,,,,,,
,,Cavalier Food & Liquor,,2588 S Maple,,Fresno,CA,93725,,,,,,,,,,
,,Elwin Market,,13100 E Romona Blvd,,Baldwin Park,CA,91706,,,,,,,,,,
,,Latino Market,,200 Derrick Ave,,Mendota,CA,93640,,,,,,,,,,
,,Pure Water Depot & Plus,,9736 1/2 Campo Road,,Spring Valley,CA,91977,,,,,,,,,,
,,Tri Ms Market & Liquor,,3920 Merritt Dr,,Traver,CA,93673,,,,,,,,,,
,,Foodland 1,,920 Cardiff St,,San Diego,CA,92114,,,,,,,,,,
,,Dos Amigos Market,,13310 San Antonio Drive,,Norwalk,CA,90650,,,,,,,,,,
,,The Corner Stop,,323 E Mill Street,,Santa Maria,CA,93454,,,,,,,,,,
,,7 Eleven,,11205 Camino Ruiz,,San Diego,CA,92124,,,,,,,,,,
,,Paradise Valley Water Store,,8423 Paradise Valley Road,Suite A,Spring Valley,CA,91977,,,,,,,,,,
,,El Matador Meat Market,,3801 S Saviers Rd,,Oxnard,CA,93030,,,,,,,,,,
,,Anchor Marts,,23315 S Main St,,Carson,CA,90745,,,,,,,,,,
,,Walmart,,170 Town Center Parkway,,Santee,CA,92071,,,,,,,,,,
,,Main Street Market,,4721 West Main,,Guadalupe,CA,93434,,,,,,,,,,
,,Safeway 2509 0964,,4950 Mission St,,San Francisco,CA,94112,,,,,,,,,,
,,Monte Vista Market,,15 Soledad Dr,,Monterey,CA,93940,,,,,,,,,,
,,CVS 09691,,906 E Street,,Marysville,CA,95901,,,,,,,,,,
,,Ralphs,,9200 Lakewood Blvd,,Downey,CA,90240,,,,,,,,,,
,,Mini Market To Go,,1826 West Carlos Street,,San Jose,CA,95128,,,,,,,,,,
,,Bebitos Nutrition,,1243 S Alvarado St,,Los Angeles,CA,90006,,,,,,,,,,
,,Rranch,,2521 W. Mcfadden Avenue,,Santa Ana,CA,92704,,,,,,,,,,
,,Save Mart,,7506 Pacific Ave,,Stockton,CA,95207,,,,,,,,,,
,,Raleys 249,,2485 Notre Dame Blvd,,Chico,CA,95928,,,,,,,,,,
,,Ooh Yah La Esquina Market,,458 N Virginia Street,,Azusa,CA,91702,,,,,,,,,,
,,Diamond Dot,,1740 S 43 Rd St,,San Diego,CA,92113,,,,,,,,,,
,,Ralphs,,1233 N. La Brea,,West Hollywood,CA,90038,,,,,,,,,,
,,Fastrip 339,,10306 Arlington Ave,,Riverside,CA,92505,,,,,,,,,,
,,Market Square,,110 W Main,,Calipatria,CA,92233,,,,,,,,,,
,,Rite Aid 5563,,8400 Van Nuys,,Panorama City,CA,91402,,,,,,,,,,
,,Rotten Robbies 43,,1304 Piedmont Rd,,San Jose,CA,95132,,,,,,,,,,
,,Carniceria Mi Rancho,,6982 Winton Way,,Winton,CA,95388,,,,,,,,,,
,,Stater Brothers,,2995 Iowa Ave.,,Riverside,CA,92507,,,,,,,,,,
,,Fortunas Tortillas,,1425 C Street,,Livingston,CA,95334,,,,,,,,,,
,,Hillside Liquor & Fuel,,8501 Kern Canyon Rd,,Bakersfield,CA,93306,,,,,,,,,,
,,CVS 09872,,788 N. Gravenstein Highway,,Sebastopol,CA,95472,,,,,,,,,,
,,Rite Aid 5508,,15924 S. Bellflower Blvd,,Bellflower,CA,90706,,,,,,,,,,
,,Superior Market 121,,151 Baseline Rd,,Rialto,CA,92376,,,,,,,,,,
,,Borrego Foods,,655 Palm Canyon,,Borrego Springs,CA,92004,,,,,,,,,,
,,Neighborhood Market,,2531 S La Cadena Dr,,Colton,CA,92324,,,,,,,,,,
,,Carlos Liquor,,2990 14 Th Street,,Riverside,CA,92507,,,,,,,,,,
,,Vons 2152,,155 W. California Street,,Pasadena,CA,91105,,,,,,,,,,
,,CVS 09892,,827 Oak Park Blvd.,,Pismo Beach,CA,93449,,,,,,,,,,
,,Water World,,4624 Meridian Avenue,,San Jose,CA,95124,,,,,,,,,,
,,Cutler Food,,40312 Road 128,,Cutler,CA,93615,,,,,,,,,,
,,Las Palomas Meat Market,,12401 Long Beach Blvd,,Lynwood,CA,90201,,,,,,,,,,
,,Crystal Spring Drinking Water,,10304 Lower Azusa Road,,El Monte,CA,91731,,,,,,,,,,
,,Ok Liquor,,20915 S Pioneer Blvd,,Lakewood,CA,90715,,,,,,,,,,
,,Balcoms Southside Market,,600 S Montebello Blvd,,Montebello,CA,90640,,,,,,,,,,
,,Las Nieves,,4220 E Church Ave,,Fresno,CA,93725,,,,,,,,,,
,,El Potrillo,,4151 West Third Street,,Los Angeles,CA,90020,,,,,,,,,,
,,Romoland Market,,27856 Hwy 74,,Romoland,CA,92585,,,,,,,,,,
,,Farmers Food Inc,,667 N Alta Ave,,Dinuba,CA,93618,,,,,,,,,,
,,Arco,,1401 Hilltop Drive,,Chula Vista,CA,91911,,,,,,,,,,
,,Vons 1623,,4001 Inglewood,,Redondo Beach,CA,90278,,,,,,,,,,
,,Village Spirit Shop,,502 S Main Ave,,Fallbrook,CA,92028,,,,,,,,,,
,,Rite Aid 5500,,4037 Ball Rd,,Cypress,CA,90630,,,,,,,,,,
,,Am/ Pm 82633,,1611 S Blosser Rd,,Santa Maria,CA,93458,,,,,,,,,,
,,CVS 08868,,5020 W 190 Th Street,,Torrance,CA,90503,,,,,,,,,,
,,Mexico Supermarket,,134 W Santa Fe St,,Placentia,CA,92870,,,,,,,,,,
,,Fontana Market,,8901 Fontana Ave.,,Fontana,CA,92336,,,,,,,,,,
,,Vons 1742,,7390 Cherry Ave,,Fontana,CA,92336,,,,,,,,,,
,,Jons Market 24,,18135 Shermans Way,,Reseda,CA,91335,,,,,,,,,,
,,Hoover Coin Laundry,,1531 W Martin Luther King Blvd,,Los Angeles,CA,90062,,,,,,,,,,
,,Superior 129,,133 W Ave 45,,Los Angeles,CA,90065,,,,,,,,,,
,,Mr Gs,,2259 W Tahoe,,Caruthers,CA,93609,,,,,,,,,,
,,Safeway 2510 1289,,8377 Elk Grove Florin Road,,Sacramento,CA,95624,,,,,,,,,,
,,Highland Market & Liquor,,25454 9 Th St,,San Bernardino,CA,92410,,,,,,,,,,
,,Rite Aid 5806,,5212 W. Walnut Ave,,Visalia,CA,93277,,,,,,,,,,
,,Ox Bow Marina,,100 Ox Bow Marina Dr,,Isleton,CA,95641,,,,,,,,,,
,,Food Mart,,1835 Rumrill Blvd,,San Pablo,CA,94806,,,,,,,,,,
,,Centro Mart 34,,2150 W. Alpine Avenue,,Stockton,CA,95204,,,,,,,,,,
,,Fastrip 772,,10301 Main St,,Lamont,CA,93241,,,,,,,,,,
,,Sav Mor 33,,540 Washington,,East Gridley,CA,95948,,,,,,,,,,
,,Rudys Market,,524 Stevens Ave Suite 1,,Solana Beach,CA,92075,,,,,,,,,,
,,CVS 09786,,6588 S Foothill Blvd,,Tujunga,CA,91042,,,,,,,,,,
,,G & M Oil 167,,15482 Goldenwest St,,Westminster,CA,92683,,,,,,,,,,
,,New Leaf Market,,1240 41 St Avenue,,Capitola,CA,95010,,,,,,,,,,
,,Cost Less Foods Co,,3801 Yosemite Blvd,,Modesto,CA,95357,,,,,,,,,,
,,Safeway 1576 1,,2300 Mendocino Ave,,Santa Rosa,CA,95403,,,,,,,,,,
,,Gold Star Supermarket,,5815 Stockton Blvd,,Sacramento,CA,95824,,,,,,,,,,
,,Stater Brothers,,151 E. Valley Blvd.,,Colton,CA,92324,,,,,,,,,,
,,Jimbo's Naturally (Ca0234),,10511 4 F Commons Dr,,San Diego,CA,92127,,,,,,,,,,
,,Rite Aid 4201 5943,,1650 Pecoto Road,,Union City,CA,94587,,,,,,,,,,
,,Rite Aid 4207 5909,,3353 Deer Valley Road,,Antioch,CA,94509,,,,,,,,,,
,,Circle K 5636 (Pcf),,12806 Prairie Ave,,Hawthorne,CA,90250,,,,,,,,,,
,,CVS 09716,,5585 N. Rosemead,,Temple City,CA,91780,,,,,,,,,,
,,Stater Brothers,,36010 Hidden Springs Rd,,Wildomar,CA,92595,,,,,,,,,,
,,Town Market,,303 Harvard Ave,,Lindsay,CA,93247,,,,,,,,,,
,,Henrys 128,,13536 Poway Road,,Poway,CA,92064,,,,,,,,,,
,,Water Wise,,2845 Alhambra Avenue,,Martinez,CA,94553,,,,,,,,,,
,,Safeway 2511 0919,,12876 Saratoga Sunnyvale Rd,,Saratoga,CA,95070,,,,,,,,,,
,,Ralphs,,33145 Temecula Parkway,,Temecula,CA,92592,,,,,,,,,,
,,Rotten Robbies 38,,4962 Almaden Expressway,,San Jose,CA,95118,,,,,,,,,,
,,Food 4 Less 01 Paq,,255 E March La,,Stockton,CA,95207,,,,,,,,,,
,,CVS 09686,,4707 W Venice Blvd,,Los Angeles,CA,90019,,,,,,,,,,
,,Pavilion 2217,,22451 Antonio Parkway,,Rancho Sta Margarita,CA,92688,,,,,,,,,,
,,Kirby Market,,700 N. Kirby St.,,Hemet,CA,92545,,,,,,,,,,
,,Albertsons 6551,,8440 E. Chapman Ave,,Orange,CA,92867,,,,,,,,,,
,,Pak N Save Safeway 3124,,1187 South Main Street,,Manteca,CA,95337,,,,,,,,,,
,,Alum Rock Pure Water,,1915 Alum Rock Avenue,Suite B,San Jose,CA,95116,,,,,,,,,,
,,Safeway 0968,,709 Lincoln Rd West,,Vallejo,CA,94590,,,,,,,,,,
,,Rite Aid 5686,,57646 Twentynine Palms Hwy,,Yucca Valley,CA,92284,,,,,,,,,,
,,G & M Oil 072,,1501 S Broadway Ave,,Santa Ana,CA,92707,,,,,,,,,,
,,Big Lots 04315,,1815 W Slauson Ave,,Los Angeles,CA,90047,,,,,,,,,,
,,Handi Shop,,40 E. Olive Street,,Fresno,CA,93728,,,,,,,,,,
,,CVS 09626,,1701 S Western Ave,,Los Angeles,CA,90006,,,,,,,,,,
,,Herreras Market,,123 Oak Ave,,Maxwell,CA,95955,,,,,,,,,,
,,La Chapala Market,,5780 Hollister Ave,,Goleta,CA,93117,,,,,,,,,,
,,Hoa Hing Supermarket,,1925 South Garey Ave,,Pomona,CA,91766,,,,,,,,,,
,,Hill Top Market,,1500 Hill Top Drive,,Chula Vista,CA,91911,,,,,,,,,,
,,Thanks Liquor,,2808 West Lincoln Avenue,,Anaheim,CA,92801,,,,,,,,,,
,,Albertsons 6554,,1235 S.Diamond Bar Blvd,,Diamond Bar,CA,91765,,,,,,,,,,
,,Lucky,,6843 Mission St.,,Daly City,CA,94014,,,,,,,,,,
,,Lazy Acres (Ca0042 Dispenser #2),,302 Meigs Road,,Santa Barbara,CA,93102,,,,,,,,,,
,,Beardsley Market,,214 Beardsley Ave,,Bakersfield,CA,93308,,,,,,,,,,
,,University Of Ca San Diego,,9500 Gilman Dr # 0041,,San Diego,CA,92093,,,,,,,,,,
,,El Super Market,,24899 Alessandro Blvd,,Moreno Valley,CA,92553,,,,,,,,,,
,,Bill's Market,,1443 Franklin Road,,Yuba City,CA,95991,,,,,,,,,,
,,CVS 09910,,3440 La Sierra,,Riverside,CA,92503,,,,,,,,,,
,,Nugget 08,,7101 Elk Grove Rd,,Elk Grove,CA,95758,,,,,,,,,,
,,Rite Aid 4207 5948,,1526 Palos Verde Mall,,Walnut Creek,CA,94596,,,,,,,,,,
,,Safeway 0273,,2601 Balls Ferry Rd,,Anderson,CA,96007,,,,,,,,,,
,,Abc Liquor Market,,12435 Haster St,,Garden Grove,CA,92840,,,,,,,,,,
,,CVS 09186,,110 E. Laurel Drive,,Salinas,CA,93901,,,,,,,,,,
,,Ralphs,,21909 Ventura Blvd,,Woodland Hills,CA,91364,,,,,,,,,,
,,Kok Laundry,,6530 Crenshaw Blvd,,Los Angeles,CA,90043,,,,,,,,,,
,,Save Mart,,5060 Foothill Blvd,,Roseville,CA,95678,,,,,,,,,,
,,Ralphs,,5245 W. Centinela Ave,,Los Angeles,CA,90045,,,,,,,,,,
,,Magic Market,,3900 Morgan Rd,,Ceres,CA,95307,,,,,,,,,,
,,Island Pacific Supermarket,,24 Springtown Center,,Vallejo,CA,94591,,,,,,,,,,
,,99 Cents & More Discount Mkt,,1640 Yosemite Pkwy,,Merced,CA,95341,,,,,,,,,,
,,Moorpark Central Market 2,,375 Moorpark Ave,,Moorpark,CA,93021,,,,,,,,,,
,,Jacks Market,,1175 East Philadelphia St,,Pomona,CA,91766,,,,,,,,,,
,,Rubalcaba Grocery,,12461 Amethyst Avenue,,Cutler,CA,93615,,,,,,,,,,
,,El Rio Market,,2910 Vineyard Avenue,,Oxnard,CA,93030,,,,,,,,,,
,,Penas Meat Market,,123 E Jamestown St,,Stockton,CA,95207,,,,,,,,,,
,,El Azteca Market # 2,,5075 Randolph St,,Maywood,CA,90270,,,,,,,,,,
,,Beacon,,1919 W Clinton,,Fresno,CA,93725,,,,,,,,,,
,,Friends Food & Liquor,,343 E 10 Th St,,Gilroy,CA,95020,,,,,,,,,,
,,Albertsons 6103,,12630 Hawthorne,,Hawthorne,CA,90250,,,,,,,,,,
,,Rite Aid 6561,,11352 Bryant St,,Yucaipa,CA,92399,,,,,,,,,,
,,Wmsc #1554 (Ca0116),,3223 E Hammer Ln,,Stockton,CA,95212,,,,,,,,,,
,,CVS 09500,,1455 E. Noble Ave,,Visalia,CA,93292,,,,,,,,,,
,,Del Monte & Towt,,1225 Del Monte,,Salinas,CA,93905,,,,,,,,,,
,,Four Seasons Market,,5050 El Cajon Blvd,,San Diego,CA,92115,,,,,,,,,,
,,Dollar King,,146 W Baseline,,San Bernardino,CA,92410,,,,,,,,,,
,,Q Coin Laundry,,110 S. Western Ave.,,Anaheim,CA,92804,,,,,,,,,,
,,7 Eleven 13665,,10505 San Diego Mission,,San Diego,CA,92120,,,,,,,,,,
,,Superior 106,,1201 W. Whittier Blvd,,Montebello,CA,90640,,,,,,,,,,
,,Royal Foods,,266 9 Th St,,Orange Cove,CA,93646,,,,,,,,,,
,,New Leaf Market,,13159 Central Avenue Hwy 9,,Boulder Creek,CA,95006,,,,,,,,,,
,,"Lbg & K, Inc.",,5675 Hillsdale Blvd,Suite 2,Sacramento,CA,95842,,,,,,,,,,
,,7 Eleven 20342,,487 Vandegrift Blvd,,Oceanside,CA,92054,,,,,,,,,,
,,L. A. Pure Water,,2702 East First Street,,Los Angeles,CA,90033,,,,,,,,,,
,,Venture Petroleum 9749,,802 N Coast Hwy,,Oceanside,CA,92054,,,,,,,,,,
,,Food Maxx,,1235 Airport Park Blvd.,,Ukiah,CA,95482,,,,,,,,,,
,,Maritzas Market,,549 E Market St,,Salinas,CA,93905,,,,,,,,,,
,,Lucky,,2355 California Blvd.,,Napa,CA,94559,,,,,,,,,,
,,Rite Aid 6434,,2135 Jackson Ave,,Escalon,CA,95320,,,,,,,,,,
,,Grocery Outlet 70,,420 W 7 Th St,,Hanford,CA,93230,,,,,,,,,,
,,Sweetwater & I805,,1604 Sweetwater,,National City,CA,92050,,,,,,,,,,
,,CVS 07553,,3011 E Shields,,Fresno,CA,93726,,,,,,,,,,
,,Scv Clear Water,,26863 Bouquet Canyon Road,,Saugus,CA,91350,,,,,,,,,,
,,La Mexicana Market,,201 Bear Mountain Blvd,,Arvin,CA,93203,,,,,,,,,,
,,La Gloria Market,,430 S Oxnard Blvd,,Oxnard,CA,93030,,,,,,,,,,
,,El Toro Market 10,,310 N State Street,,Hemet,CA,92543,,,,,,,,,,
,,Bhrc Petro,,1539 Standard Ave,,Santa Ana,CA,92707,,,,,,,,,,
,,Circle K 1740 (Pcf),,43502 Monroe St,,Indio,CA,92201,,,,,,,,,,
,,Jonny Quik,,5310 Spruce Ave,,Fresno,CA,93722,,,,,,,,,,
,,Oroweat Entenmanns 7206099,,480 S. Vail Avenue,,Montebello,CA,90640,,,,,,,,,,
,,Hwy 63 & Ave 413,,12825 Avenue 413,,Orosi,CA,93647,,,,,,,,,,
,,Tarasco Market 3,,204 W 11 Th St,,Tracy,CA,95376,,,,,,,,,,
,,Jcm,,1410 W Houston Ave,,Visalia,CA,93291,,,,,,,,,,
,,Samhans Mart,,145 E Manchester Blvd,,Inglewood,CA,90301,,,,,,,,,,
,,G & M Oil 171,,112 S Rancho Santa Fe Rd,,San Marcos,CA,92078,,,,,,,,,,
,,Circle K 5225,,12604 Beverly Blvd,,Whittier,CA,90601,,,,,,,,,,
,,Sherwood Handy Market,,1907 W Morton Ave,,Porterville,CA,93257,,,,,,,,,,
,,Los Primos Market,,1 Mayfair Dr,,Salinas,CA,93905,,,,,,,,,,
,,Vons 2688,,6170 Hamner Ave,,Mira Loma,CA,91752,,,,,,,,,,
,,Just 4 Fun,,2535 Otay Center Dr,,San Diego,CA,92173,,,,,,,,,,
,,Circle K (Franchise),,481 East Ave,,Chico,CA,95926,,,,,,,,,,
,,Albertsons 6108,,1735 Artesia Blvd,,Gardena,CA,90248,,,,,,,,,,
,,Albertsons 6586,,40101 Monterey Ave,,Rancho Mirage,CA,92270,,,,,,,,,,
,,Harvest Moon,,1320 Obanion Rd,,Yuba City,CA,95993,,,,,,,,,,
,,Northgate Market 01,,722 N Anaheim Blvd,,Anaheim,CA,92805,,,,,,,,,,
,,CVS 09629,,861 N Hacienda Blvd,,La Puente,CA,91744,,,,,,,,,,
,,Foods Co.,,1401 Broadway St.,,Redwood City,CA,94063,,,,,,,,,,
,,Bobbies Market,,1120 1 St St,,Atwater,CA,95301,,,,,,,,,,
,,Garfield Coin Laundry,,888 North Garfield Avenue,,Montebello,CA,90640,,,,,,,,,,
,,CVS 09946,,463 Stoney Point Road,,Santa Rosa,CA,95401,,,,,,,,,,
,,K Mart 4341,,2525 North Texas Street,,Fairfield,CA,94533,,,,,,,,,,
,,Food Maxx,,1355 Shaw Ave.,,Clovis,CA,93612,,,,,,,,,,
,,Raleys 312,,1611 E Hatch,,Modesto,CA,95351,,,,,,,,,,
,,Blaze Gas & Food,,17312 Foothill Blvd,,Fontana,CA,92335,,,,,,,,,,
,,7 Eleven 13664,,4610 Avocado Blvd,,La Mesa,CA,91941,,,,,,,,,,
,,Marina Food,,2992 S Norfolk Street,,San Mateo,CA,94403,,,,,,,,,,
,,E Lake & Brewington,,411 E Lake Ave,,Watsonville,CA,95076,,,,,,,,,,
,,K & M Market,,127 Ne Third Ave,,Visalia,CA,93291,,,,,,,,,,
,,Stater Brothers,,1155 Calimesa Blvd.,,Calimesa,CA,92320,,,,,,,,,,
,,Rite Aid 5840,,44226 N. 10 Th Street,,Lancaster,CA,93534,,,,,,,,,,
,,Rite Aid 5772,,2738 Thompson Blvd,,Ventura,CA,93003,,,,,,,,,,
,,La Posta Market 1,,2796 K Street,,San Diego,CA,92102,,,,,,,,,,
,,Channel Islands & Ventura Rd.,,2571 A N. Ventura Rd.,,Port Hueneme,CA,93041,,,,,,,,,,
,,Ralphs,,20220 Highway 281,,Apple Valley,CA,92307,,,,,,,,,,
,,Agua Pura,,2560 North Perris Blvd.,#G 9,Perris,CA,92571,,,,,,,,,,
,,Big Stop Food Store,,1198 N Chestnut Ave,,Fresno,CA,93702,,,,,,,,,,
,,Ranch Town Market,,522 E Vine Ave,,West Covina,CA,91790,,,,,,,,,,
,,Holzheus El Rancho Market,,2886 Mission Drive,,Solvang,CA,93463,,,,,,,,,,
,,Superior 115,,1375 N Citrus Ave,,Covina,CA,91722,,,,,,,,,,
,,Food 4 Less Kroger,,26529 Highland Ave,,Highland,CA,92346,,,,,,,,,,
,,Henrys 127,,3315 Rosecran,,San Diego,CA,92110,,,,,,,,,,
,,Seeley,,1913 Haskel Road,,Seeley,CA,92273,,,,,,,,,,
,,Raleys 418,,10385 Folsom Blvd,,Rancho Cordova,CA,95670,,,,,,,,,,
,,Safeway 2503 1711,,15 Marina,,San Francisco,CA,94123,,,,,,,,,,
,,Albertsons 6791,,26100 Newport,,Sun City,CA,92587,,,,,,,,,,
,,Albertsons 6134,,13220 Harbor Blvd,,Garden Grove,CA,92646,,,,,,,,,,
,,Westside Market,,735 Micheltorena St,,Santa Barbara,CA,93101,,,,,,,,,,
,,CVS 09971,,4077 West Clinton Ave,,Fresno,CA,93722,,,,,,,,,,
,,Stater Brothers,,41849 Florida Ave.,,Hemet,CA,92544,,,,,,,,,,
,,Ralphs,,18405 Brookhurst,,Fountain Valley,CA,92708,,,,,,,,,,
,,John Street Valero Gas,,47 John St,,Salinas,CA,93901,,,,,,,,,,
,,Aqua Fresca,,330 West 17th Street,,Santa Ana,CA,92706,,,,,,,,,,
,,Ck Gas & Mart,,216 S Perris Blvd,,Perris,CA,92570,,,,,,,,,,
,,CVS 09534,,4850 San Felipe Rd,,San Jose,CA,95135,,,,,,,,,,
,,Rite Aid 5674,,405 W Main St,,Brawley,CA,92227,,,,,,,,,,
,,Century Pure Water Ii,,1910 Aborn Road,,San Jose,CA,95121,,,,,,,,,,
,,Owendale Community,,3023 Albany Ave,,Davis,CA,95616,,,,,,,,,,
,,Tri Mart Gas,,8659 Lacey Blvd,,Hanford,CA,93230,,,,,,,,,,
,,Safeway 3010 5,,4015 E Castro Valley Blvd,,Castro Valley,CA,94552,,,,,,,,,,
,,Circle K 5246 (Pcf),,3350 College Blvd,,Oceanside,CA,92056,,,,,,,,,,
,,P N Store,,18381 Pioneer Blvd,,Artesia,CA,90701,,,,,,,,,,
,,Henrys 200,,3243 Camino De Los Coches Rd,,Carlsbad,CA,92009,,,,,,,,,,
,,Nob Hill 635,,6061 Snell Ave,,San Jose,CA,95123,,,,,,,,,,
,,"Pura Ice, LLC",,2055 Flower Street,,Bakersfield,CA,93305,,,,,,,,,,
,,4th & Palm,,1605 E. 4th,Suite A,National City,CA,91950,,,,,,,,,,
,,Safeway 1724 15,,3955 Missouri Flat Rd,,Placerville,CA,95667,,,,,,,,,,
,,Rite Aid 5653,,5270 Balboa Ave,,San Diego,CA,92117,,,,,,,,,,
,,Baja Meat Market,,47570 Van Buren Street,,Indio,CA,92201,,,,,,,,,,
,,Lucky,,3443 Castro Valley Blvd,,Castro Valley,CA,94546,,,,,,,,,,
,,Ims Market,,1370 North E St,,San Bernardino,CA,92405,,,,,,,,,,
,,CVS 09644,,16975 Bear Valley Rd,,Hesperia,CA,92345,,,,,,,,,,
,,CVS 03056,,2293 H De La Rosa Senior Street,,Soledad,CA,93960,,,,,,,,,,
,,G & M Oil 003,,110 S Harbor Blvd,,La Habra,CA,90631,,,,,,,,,,
,,Family Market,,9101 S. Western Avenue,,Los Angeles,CA,90047,,,,,,,,,,
,,Rite Aid 5923,,1560 Sycamore Ave,,Hercules,CA,94549,,,,,,,,,,
,,Indio Village Market,,44105 N Jackson Rd,,Indio,CA,92201,,,,,,,,,,
,,Stop N Shop 2,,4588 E Shields,,Fresno,CA,93726,,,,,,,,,,
,,Save Mart,,1136 W Main St.,,Merced,CA,95340,,,,,,,,,,
,,Circle K 1103,,315 S Jackson St,,Red Bluff,CA,96080,,,,,,,,,,
,,Safeway 2842,,867 Sutton Way,,Grass Valley,CA,95945,,,,,,,,,,
,,Eddies Liquor,,1449 W Ramsey # A,,Banning,CA,92220,,,,,,,,,,
,,G & M Oil 055,,18121 Imperial Hwy,,Yorba Linda,CA,92866,,,,,,,,,,
,,Norco Ranch Market,,1195 6 Th St,,Norco,CA,92860,,,,,,,,,,
,,Lolas,,1680 Petaluma Hill Rd,,Santa Rosa,CA,95404,,,,,,,,,,
,,Albertsons 6740,,4150 Oceanside Blvd,,Oceanside,CA,92054,,,,,,,,,,
,,Fastrip 922,,850 N Academy,,Sanger,CA,93657,,,,,,,,,,
,,G & M Oil 116 (Chevron),,3250 E Firestone Blvd,,South Gate,CA,90280,,,,,,,,,,
,,Safeway 2503 0909,,730 Taraval St,,San Francisco,CA,94116,,,,,,,,,,
,,Vallarta 05,,8453 Reseda Blvd,,Northridge,CA,91324,,,,,,,,,,
,,Pala Store,,3000 Pala Mission Rd,,Pala,CA,92059,,,,,,,,,,
,,Aero Liquor And Jr Market,,2527 W Burbank Blvd,,Burbank,CA,91504,,,,,,,,,,
,,La Tropicana Market,,5200 Monte Vista St,,Los Angeles,CA,90042,,,,,,,,,,
,,Henrys Marketplace Ind,,690 3 Rd Ave,,Chula Vista,CA,91910,,,,,,,,,,
,,Super Mercado Latino,,1049 W Martin Luther King Jr,,Los Angeles,CA,90037,,,,,,,,,,
,,Fiesta Market,,550 N Gravenstein Hwy,,Sebastopol,CA,95472,,,,,,,,,,
,,Cloverleaf Food Center,,5780 Feather River Blvd,,Olivehurst,CA,95961,,,,,,,,,,
,,G & M Oil 56 (Chevron),,9409 Alondra Blvd,,Bellflower,CA,90706,,,,,,,,,,
,,Wmsc #1555 (Ca0216),,2150 N Waterman Ave,,El Centro,CA,92243,,,,,,,,,,
,,Sok Water,,541 West Manchester Blvd,,Inglewood,CA,90301,,,,,,,,,,
,,Super A Foods 04,,13120 Downey Blvd,,Paramount,CA,90723,,,,,,,,,,
,,Nijiya Market,,2121 W. 182 Nd,,Torrance,CA,90504,,,,,,,,,,
,,Albertsons 6315,,3830 W Verdugo Blvd,,Burbank,CA,91505,,,,,,,,,,
,,Fiesta Liquor,,2700 State Street,,Carlsbad,CA,92008,,,,,,,,,,
,,Super Mercado Mexico 1,,1098 Park Ave,,San Jose,CA,95126,,,,,,,,,,
,,Pure Water Plus,,1240 East Plaza Blvd,Suite 601,National City,CA,91950,,,,,,,,,,
